,index,Size_Class,Curb_Wgt,ABS,Airbag_D,SSF,Drive,TireSize,StabilityControl,BrakeAssist,TractionControl,AdjUpperBeltFront,AdjUpperBeltRear,Pretensioner,IntegratedSeat,RearCtrLapShldrBelt,AdvanceAirbagFeature,SideAirbag,HeadAirbag,HeadAirbagRollover,RearSeatHeadRestraint,DynamicHeadRestraint,BuiltInChildSeat,Roll_Stability,SafetyPowerWindows,WheelsDriven
0,11,Heavy Passenger Car,3546.0,N/A,N/A,1.37,FWD,P215/60R16,O,O,O,S,A,SF/SR,A,S,S,STS1,SC2,False,S,A,A,A,Sv,FWD
1,12,Compact Passenger Car,2562.0,N/A,N/A,1.44,FWD,P175/65R15,O,S,S,A,A,SF,S,A,S,STS1,SS2,False,S,O,A,A,Se,FWD
2,14,Medium Passenger Car,3135.0,N/A,N/A,1.51,FWD,225/45R17,S,S,S,A,A,SF,A,A,A,SBS1,SB1,False,A,A,A,A,Sv,FWD/AWD
3,15,Heavy Passenger Car,3627.0,N/A,N/A,1.4,RWD,P225/50R17,O,A,S,A,S,SF,SF,S,S,STS1,SC2,False,S,A,A,A,N/A,RWD
4,16,Medium Passenger Car,3038.0,N/A,N/A,1.42,FWD,P215/60R16,S,A,S,S,A,SF,A,S,A,STS1,SC2,False,S,A,A,A,Svx,FWD
5,19,Medium Passenger Car,3403.0,N/A,N/A,1.41,FWD,P205/65R15,A,O,O,S,A,SF,A,S,S,SBS1,SB1,False,S,A,A,A,Se,FWD
6,20,Compact Passenger Car,2824.0,N/A,N/A,1.41,FWD,P205/55R16,A,A,O,S,S,SF,SF,S,S,N/A,OC2,False,S,A,A,A,Se,FWD
7,22,Medium Passenger Car,3410.0,N/A,N/A,1.43,FWD,P215/60R16,A,A,O,S,A,SF,S,S,A,OBS1,OB1,False,A,A,A,A,N/A,FWD
8,23,Medium Passenger Car,3410.0,N/A,N/A,1.43,FWD,P215/60R16,A,A,O,S,A,SF,S,S,A,OBS1,OB1,False,A,A,A,A,N/A,FWD
9,24,Pickup,4044.0,N/A,N/A,1.2,2WD,P205/75R15,A,A,O,S,S,SF,SF,S,S,N/A,OC2,False,S,A,A,A,Se,RWD/AWD
10,25,Pickup,5280.0,N/A,N/A,1.25,RWD,P235/75R16,A,A,O,A,S,A,SF,A,S,N/A,N/A,False,S,A,A,A,Se,RWD/4WD
11,26,Pickup,4574.0,N/A,N/A,1.25,RWD,P235/75R16,A,A,O,A,A,A,SF,A,S,N/A,N/A,False,A,A,A,A,Se,RWD/4WD
12,27,Compact Passenger Car,2716.0,N/A,N/A,1.38,FWD,P195/60R15,A,A,O,S,A,SF,S,A,S,N/A,OC2,False,A,A,A,A,N/A,FWD
13,28,Compact Passenger Car,2716.0,N/A,N/A,1.38,FWD,P205/55R16,A,A,O,S,A,SF,S,S,S,N/A,OC2,False,A,A,A,A,N/A,FWD
14,29,Van,4342.0,N/A,N/A,1.17,FWD,P225/60R17,O,A,O,S,S,SF,SF,S,S,OBS2,OB2,False,S,A,A,A,Se,FWD/AWD
15,30,Sport Utility Vehicle,5030.0,N/A,N/A,1.14,RWD,P245/65R17,S,A,O,A,S,SF,S,S,S,N/A,OC2,False,S,A,A,A,Se,RWD/4WD
16,31,Pickup,4044.0,N/A,N/A,1.2,2WD,P205/75R15,A,A,O,S,S,SF,S,S,S,N/A,OC2,False,S,A,A,A,Se,RWD/AWD
17,32,Medium Passenger Car,3012.0,N/A,N/A,1.41,FWD,P205/55R16,O,O,O,S,A,SF,A,A,A,OBS1,OB1,False,A,A,A,A,Sv,FWD
18,33,Sport Utility Vehicle,4150.0,N/A,N/A,1.17,RWD,P235/65R17,S,A,S,S,A,SF,S,S,S,N/A,OC2,False,S,A,A,A,Se,RWD/4WD
19,34,Sport Utility Vehicle,4153.0,N/A,N/A,1.12,RWD,P215/75R16,S,A,O,S,A,SF,S,S,S,N/A,OC2,False,S,A,A,A,N/A,RWD
20,36,Sport Utility Vehicle,4396.0,N/A,N/A,1.15,RWD,P265/70R16,S,S,S,S,A,SF,S,S,S,OTS1,OC2,False,S,A,A,A,Sv,RWD/AWD
21,37,Medium Passenger Car,3234.0,N/A,N/A,1.38,FWD,P215/55R17,O,O,O,A,A,SF,A,S,S,STS1,SC2,False,S,A,A,A,Se,FWD
22,40,Pickup,3684.0,N/A,N/A,1.2,2WD,P205/75R15,S,S,A,S,A,SF,A,A,S,N/A,SC2,False,A,A,A,A,Se,RWD/AWD
23,41,Pickup,3684.0,N/A,N/A,1.2,RWD,P205/75R15,S,S,A,S,A,SF,A,A,S,N/A,SC1,False,A,A,A,A,Se,RWD/AWD
24,42,Pickup,3684.0,N/A,N/A,1.2,2WD,P205/75R15,S,S,A,S,A,SF,A,A,S,N/A,SC2,False,A,A,A,A,Se,RWD/AWD
25,43,Pickup,3684.0,N/A,N/A,1.2,2WD,P205/75R15,S,S,A,S,A,SF,A,A,S,N/A,SC1,False,A,A,A,A,Se,RWD/AWD
26,44,Sport Utility Vehicle,4708.0,N/A,N/A,1.13,RWD,P245/75R16,S,A,S,S,S,SF,A,S,S,OTS1/OBS1,OC2/OB1,False,S,S,A,A,Se,RWD/AWD
27,45,Heavy Passenger Car,3731.0,N/A,N/A,1.45,RWD,225/55R16,S,S,S,S,S,SF/SR,A,S,S,STS1/STD2,SC2,False,S,S,A,A,Sv,RWD/AWD
28,46,Heavy Passenger Car,4157.0,N/A,N/A,1.51,RWD,P225/60R16,A,A,O,S,A,SF,A,S,S,OBS1,OB1,False,A,A,A,A,N/A,RWD
29,47,Light Passenger Car,2454.0,N/A,N/A,1.2,FWD,P185/60R15,S,S,S,S,A,SF,S,S,A,N/A,N/A,False,S,A,A,A,Se,FWD
30,49,Pickup,3606.0,N/A,N/A,1.28,RWD,P215/70R15,O,O,O,S,A,SF,S,S,S,OTS1,OC2,False,S,A,A,A,Se,RWD/AWD
31,50,Sport Utility Vehicle,4258.0,N/A,N/A,1.11,RWD,P265/70R17,S,S,S,S,A,SF,A,S,S,OTS1,OC2,False,S,A,A,A,Se,RWD/AWD
32,53,Medium Passenger Car,3052.0,N/A,N/A,1.26,FWD,P205/70R15,O,O,O,S,A,SF,A,S,S,OTS1,SC2,False,S,A,A,A,Se,FWD/AWD
33,55,Heavy Passenger Car,3662.0,N/A,N/A,1.51,RWD,P215/60R16,O,S,S,S,A,SF,A,S,A,SBS1/OTS1,SB1/OC2,False,S,A,A,O,N/A,RWD
34,58,Compact Passenger Car,2522.0,N/A,N/A,1.35,FWD,P195/55R15,A,A,A,S,A,SF,A,S,S,STS1,SC2,False,S,A,A,A,Se,FWD
35,59,Heavy Passenger Car,3843.0,N/A,N/A,1.42,FWD,P235/55R17,S,A,S,S,A,SF,A,S,S,STS2,SC2,False,S,SF,A,A,SnSe,FWD
36,60,Compact Passenger Car,2550.0,N/A,N/A,1.37,FWD,P185/65R14,O,O,S,S,A,SF,O,S,A,STS1,SC2,False,S,O,A,A,Ae,FWD
37,63,Compact Passenger Car,2829.0,N/A,N/A,1.43,FWD,P205/50R17,A,O,A,S,A,SF,A,S,S,OTS1,OC2,False,S,A,A,A,Se,FWD
38,64,Medium Passenger Car,3077.0,N/A,N/A,1.44,FWD,P205/60R16,O,A,O,A,A,SF,S,S,S,STS1,SC2,False,S,A,A,A,Svx,FWD
39,65,Medium Passenger Car,3038.0,N/A,N/A,1.42,FWD,P205/60R16,O,A,O,S,A,SF,S,S,S,STS1,SC2,False,S,A,A,A,Svx,FWD
40,69,Sport Utility Vehicle,3364.0,N/A,N/A,1.18,FWD,P215/65R16,S,S,S,S,A,SF,A,S,S,STS1,SC2,False,S,A,A,A,Se,FWD/AWD
41,70,Heavy Passenger Car,4157.0,N/A,N/A,1.51,RWD,P225/60R16,A,A,O,S,A,SF,A,S,S,OBS1,OB1,False,A,A,A,A,N/A,RWD
42,71,Heavy Passenger Car,4157.0,N/A,N/A,1.51,RWD,P225/60R16,A,A,O,S,A,SF,A,S,S,OBS1,OB1,False,A,A,A,A,N/A,RWD
43,72,Compact Passenger Car,2706.0,N/A,N/A,1.33,FWD,P195/60R15,A,A,O,S,A,SF,S,A,A,OBS1,OB1,False,A,A,A,A,N/A,FWD
44,73,Compact Passenger Car,2630.0,N/A,N/A,1.3,FWD,P205/50R16,A,A,O,S,A,SF,S,A,A,OBS1,OB1,False,A,A,A,A,N/A,FWD
45,74,Heavy Passenger Car,3526.0,N/A,N/A,1.37,FWD,215/55R16,S,A,S,S,S,SF,A,S,S,SBS1,SB1,False,S,S,A,A,Se,FWD
46,75,Compact Passenger Car,2801.0,N/A,N/A,1.38,FWD,P195/55R15,A,O,A,S,A,SF,O,S,S,SBS1,SB1,False,S,A,A,A,Se,FWD
47,76,Heavy Passenger Car,3725.0,N/A,N/A,1.43,FWD,P215/60R17,A,A,O,S,A,SF,A,S,S,OTS1,OC2,False,S,A,A,A,Se,FWD/AWD
48,77,Pickup,3684.0,N/A,N/A,1.2,2WD,P205/75R15,A,A,O,S,A,SF,SF,A,S,N/A,OC1,False,A,A,A,A,Se,RWD/AWD
49,78,Sport Utility Vehicle,4646.0,N/A,N/A,1.17,RWD,P245/70R16,S,A,O,A,S,SF,SF,S,S,N/A,OC2,False,S,A,A,A,Se,RWD/4WD
50,79,Pickup,5280.0,N/A,N/A,1.25,RWD,P235/75R16,A,A,O,A,S,A,SF,A,S,N/A,N/A,False,S,A,A,A,Se,RWD/4WD
51,80,Pickup,4574.0,N/A,N/A,1.25,RWD,P235/75R16,A,A,O,A,A,A,SF,A,S,N/A,N/A,False,A,A,A,A,Se,RWD/4WD
52,81,Sport Utility Vehicle,4479.0,N/A,N/A,1.3,FWD,P235/65R17,A,A,O,S,A,SF,A,O,S,N/A,OC3,False,S,A,A,A,Se,FWD/AWD
53,83,Sport Utility Vehicle,5030.0,N/A,N/A,1.14,RWD,P245/65R17,S,A,O,A,S,SF,S,S,S,N/A,OC2,False,S,A,A,A,Se,RWD/4WD
54,84,Sport Utility Vehicle,5030.0,N/A,N/A,1.14,RWD,P245/65R17,S,A,O,A,S,SF,SF,S,S,N/A,OC2,False,S,A,A,A,Se,RWD/4WD
55,115,Medium Passenger Car,3376.0,N/A,N/A,1.53,RWD,P235/55R17,A,A,O,A,A,SF,A,A,S,OBS1,OB1,False,S,A,A,A,Se,RWD
56,116,Pickup,3111.0,N/A,N/A,1.15,RWD,P225/70R15,A,A,A,S,A,SF,A,A,A,N/A,N/A,False,A,A,A,A,N/A,RWD/AWD
57,117,Pickup,3419.0,N/A,N/A,1.15,RWD,P225/70R15,A,A,A,S,A,SF,A,A,A,N/A,N/A,False,A,A,A,A,N/A,RWD/AWD
58,118,Pickup,4392.0,N/A,N/A,1.19,RWD,P245/70R16,A,A,A,S,A,SF,A,A,S,N/A,OC2,False,S,A,A,A,Se,RWD/AWD
59,119,Pickup,4279.0,N/A,N/A,1.19,RWD,P245/70R16,A,A,A,S,A,SF,S,S,S,N/A,OC2,False,S,A,A,A,Se,RWD/AWD
60,120,Medium Passenger Car,3430.0,N/A,N/A,1.43,FWD,P225/50R17,O,A,O,S,S,SF,SF,S,S,OTS1,OC2,False,S,A,A,A,Se,FWD
61,121,Van,4342.0,N/A,N/A,1.17,FWD,P225/60R17,O,A,O,S,S,SF,SF,S,S,OBS2,OB2,False,S,A,O,A,Se,FWD/AWD
62,122,Sport Utility Vehicle,4646.0,N/A,N/A,1.17,RWD,P245/70R16,S,A,O,A,S,SF,S,S,S,N/A,OC2,False,S,A,A,A,Se,RWD/AWD
63,123,Medium Passenger Car,3250.0,N/A,N/A,1.4,FWD,P205/65R15,A,A,A,S,S,SF,SF,S,A,OTS1,OC2,False,S,A,A,A,Se,FWD
64,135,Medium Passenger Car,3433.0,N/A,N/A,1.44,FWD,P225/55R17,A,A,O,S,S,SF,SF,S,S,OBS1,OB1,False,A,A,A,A,Se,FWD
65,170,Compact Passenger Car,2708.0,N/A,N/A,1.39,FWD,P205/55R16,A,A,A,A,A,SF,A,A,A,STS1,N/A,False,A,A,A,A,Se,FWD
66,171,Heavy Passenger Car,3558.0,N/A,N/A,1.44,FWD,P235/45R17,S,A,S,S,A,SF,S,S,S,STS1,SC2,False,S,A,A,A,Se,FWD
67,172,Medium Passenger Car,3250.0,N/A,N/A,1.4,FWD,P205/65R15,A,A,A,S,S,SF,SF,S,A,OTS1,OC2,False,S,A,A,A,Se,FWD
68,174,Heavy Passenger Car,3766.0,N/A,N/A,1.45,FWD,P225/60R16,O,A,S,A,S,SF,SF,A,S,STS1,SC2,False,A,A,A,A,Se,FWD
69,182,Sport Utility Vehicle,3328.0,N/A,N/A,1.18,FWD,P215/65R15,S,A,S,S,A,SF,A,S,S,STS1,SC2,False,S,A,A,A,Svx,AWD/FWD
70,187,Van,5372.0,N/A,N/A,1.12,RWD,P245/75R16,O,A,A,S,S,SF,SF,S,A,N/A,N/A,False,S,A,A,A,N/A,RWD
71,217,Compact Passenger Car,2640.0,N/A,N/A,1.44,FWD,P205/55R16,O,O,O,S,A,SF,S,S,S,STS1,SC2,False,S,S,A,A,Se,FWD
72,218,Compact Passenger Car,2749.0,N/A,N/A,1.43,FWD,P205/55R16,A,A,A,S,A,SF,S,S,S,STS1,SC2,False,S,S,A,A,Se,FWD
73,227,Medium Passenger Car,3348.0,N/A,N/A,1.37,FWD,P215/55R16,S,S,S,S,A,SF/SR,A,S,S,STS1/OTS2,SC2,False,S,S,A,A,Sv,FWD/AWD
74,229,Sport Utility Vehicle,4486.0,N/A,N/A,1.13,RWD,P235/70R16,S,A,S,S,A,SF,S,S,S,STS1,OC2,False,S,A,A,S,Se,RWD/AWD
75,231,Sport Utility Vehicle,4486.0,N/A,N/A,1.13,RWD,P235/70R16,S,A,S,S,A,SF,S,S,S,STS1,OC2,False,S,A,A,S,Se,RWD/AWD
76,232,Medium Passenger Car,3499.0,N/A,N/A,1.43,FWD,P225/50R17,A,A,A,S,A,SF,S,S,S,OTS1,OC2,False,A,A,A,A,Se,FWD
77,233,Medium Passenger Car,3499.0,N/A,N/A,1.43,FWD,P225/50R17,A,A,A,S,A,SF,A,S,S,STS1,SC2,False,A,A,A,A,Sv,FWD
78,235,Medium Passenger Car,3221.0,N/A,N/A,1.49,FWD,P205/65R15,A,A,O,S,A,SF,A,S,A,N/A,OC2,False,A,A,A,A,Se,FWD
79,236,Van,4342.0,N/A,N/A,1.17,FWD,P225/60R17,O,A,O,S,S,SF,SF,S,S,OBS2,OB2,False,S,A,O,A,Se,FWD/AWD
80,237,Van,4566.0,N/A,N/A,1.31,FWD,P225/70R16,S,O,O,S,S,SF,A,S,S,STS1,SC2,False,S,O,A,A,Se,FWD
81,239,Medium Passenger Car,3412.0,N/A,N/A,1.42,FWD,P215/60R16,A,A,O,S,A,SF,A,S,S,SBS1,SB1,False,S,A,A,A,Se,FWD
82,240,Compact Passenger Car,2768.0,N/A,N/A,1.42,FWD,P185/65R14,A,A,A,S,A,SF,A,S,S,OTS1,N/A,False,S,A,A,A,Oe,FWD
83,241,Sport Utility Vehicle,3815.0,N/A,N/A,1.23,2WD,P235/65R16,A,A,O,S,A,SF,SF,S,S,N/A,OC2,False,S,A,A,A,N/A,FWD/AWD
84,244,Sport Utility Vehicle,5342.0,N/A,N/A,1.12,RWD,P265/70R16,S,A,O,A,S,A,S,S,S,OTS1,N/A,False,S,A,A,A,Se,RWD
85,245,Sport Utility Vehicle,5592.0,N/A,N/A,1.13,RWD,P265/70R16,S,A,O,A,S,A,S,S,S,OTS1,N/A,False,S,A,A,A,Se,RWD
86,246,Sport Utility Vehicle,3983.0,N/A,N/A,1.19,FWD,P225/70R16,A,O,O,S,A,SF,A,S,S,OBS1,OB1,False,S,A,A,A,Se,RWD/AWD
87,247,Compact Passenger Car,2910.0,N/A,N/A,1.4,FWD,P195/60R15,A,A,O,S,A,SF,A,S,S,OBS1,OB1,False,S,A,A,A,Se,FWD
88,248,Medium Passenger Car,3336.0,N/A,N/A,1.44,FWD,P225/50R17,S,A,S,S,A,SF,A,S,S,STS1,SC2,False,S,S,A,A,Se,FWD
89,249,Pickup,4485.0,N/A,N/A,1.16,RWD,P265/70R16,O,A,O,S,A,SF,A,S,S,OTAPSc,OC2,False,S,S,A,A,Se,RWD/AWD
90,250,Medium Passenger Car,3488.0,N/A,N/A,1.42,FWD,P245/45R18,O,S,S,S,A,SF,A,S,S,SBS1,SC2,False,S,S,A,A,Sv,FWD
91,251,Compact Passenger Car,2762.0,N/A,N/A,1.38,FWD,P195/60R15,A,A,A,S,A,SF,A,S,A,OBS1,OB1,False,A,A,A,A,Se,FWD
92,252,Pickup,5272.0,N/A,N/A,1.19,RWD,P265/70R18,O,O,O,S,A,SF,A,S,S,OTS1,OC2,False,S,S,A,A,Sv,RWD/AWD
93,253,Sport Utility Vehicle,3521.0,N/A,N/A,1.21,FWD,P225/55R17,S,S,S,S,A,SF,A,S,A,OTS1,OC2,False,S,A,A,A,AnSe,FWD/AWD
94,256,Sport Utility Vehicle,5881.0,N/A,N/A,1.11,RWD,P265/70R16,S,A,O,A,S,A,SF,S,S,OTS1,N/A,False,S,A,A,A,Se,RWD
95,257,Light Passenger Car,2459.0,N/A,N/A,1.32,FWD,P185/60R14,A,A,A,S,A,SF,SF,S,S,SBS1,SB1,False,S,A,A,A,Se,FWD
96,258,Compact Passenger Car,2824.0,N/A,N/A,1.4,FWD,P195/60R15,A,A,O,S,S,SF,SF,S,S,N/A,OC2,False,S,A,A,A,Se,FWD
97,259,Pickup,4044.0,N/A,N/A,1.2,2WD,P205/75R15,A,A,O,S,S,SF,SF,S,S,N/A,OC2,False,S,A,A,A,Se,RWD/AWD
98,260,Heavy Passenger Car,3529.0,N/A,N/A,1.4,FWD,P215/55R17,O,O,O,S,A,SF,A,S,S,STS1,SC2,False,S,A,A,A,Sv,FWD
99,261,Medium Passenger Car,3237.0,N/A,N/A,1.4,FWD,P205/65R15,O,O,O,S,A,SF,A,S,S,OTS1,OC2,False,S,A,A,A,AnSe,FWD
100,262,Compact Passenger Car,2597.0,N/A,N/A,1.34,FWD,P185/65R15,O,O,O,S,A,SF,A,S,S,OTS1,OC2,False,S,A,A,A,Ae,FWD
101,263,Medium Passenger Car,3430.0,N/A,N/A,1.46,FWD,P225/50R17,O,A,O,S,S,SF,SF,A,S,OTS1,OC2,False,S,A,A,A,Se,FWD
102,280,Compact Passenger Car,2806.0,N/A,N/A,1.27,FWD,P215/50R17,O,A,O,S,A,SF,A,S,S,OTS1,OC2,False,S,A,A,A,Ae,FWD/AWD
103,281,Compact Passenger Car,2954.0,N/A,N/A,1.33,FWD,P185/65R15,O,S,S,S,A,SF,A,S,S,OTS1,OC2,False,S,A,A,A,Sv,FWD
104,283,Heavy Passenger Car,3710.0,N/A,N/A,1.41,RWD,P215/65R17,S,O,O,S,A,SF,A,S,S,N/A,OC2,False,S,A,A,A,Se,RWD/AWD
105,284,Medium Passenger Car,3305.0,N/A,N/A,1.37,FWD,P215/50R17,S,A,S,S,A,SF,S,S,S,STS1,SC2,False,S,A,A,A,Svx,FWD
106,286,Van,4332.0,N/A,N/A,1.28,FWD,P225/60R16,O,A,O,S,S,SF,A,S,S,OTS1,OC3,False,S,A,A,O,N/A,FWD
107,287,Medium Passenger Car,3499.0,N/A,N/A,1.43,FWD,P225/50R17,A,A,A,S,A,SF,A,S,S,OTS1,OC2,False,A,A,A,A,Se,FWD
108,288,Heavy Passenger Car,3562.0,N/A,N/A,1.39,FWD,P225/60R16,A,A,O,S,S,SF,SF,S,S,N/A,OC2,False,A,A,A,A,Se,FWD
109,309,Heavy Passenger Car,4066.0,N/A,N/A,1.4,FWD,P245/50R18,O,A,S,A,S,SF,S,S,S,STS1,SC2,False,S,A,A,A,Se,FWD
110,314,Sport Utility Vehicle,3162.0,N/A,N/A,1.29,FWD,P215/55R16,A,A,A,S,S,SF,SF,S,S,N/A,OC2,False,S,A,A,A,N/A,FWD
111,348,Sport Utility Vehicle,4028.0,N/A,N/A,1.21,FWD,P235/65R18,S,S,S,S,S,SF,A,S,S,STS1,SC2,False,S,S,A,A,SnSe,FWD/AWD
112,357,Heavy Passenger Car,4157.0,N/A,N/A,1.48,RWD,P225/60R17,A,A,S,S,A,SF,A,S,S,SBS1,SB1,False,A,A,A,A,N/A,RWD
113,358,Pickup,3111.0,N/A,N/A,1.15,RWD,P225/70R15,A,A,A,S,A,SF,A,A,A,N/A,N/A,False,A,A,A,A,N/A,RWD/AWD
114,359,Van,4370.0,N/A,N/A,1.3,FWD,235/65R16,S,S,S,S,S,SF,S,S,S,STS1,SC3,False,S,A,A,A,Svx,FWD
115,360,Sport Utility Vehicle,4354.0,N/A,N/A,1.24,FWD,P235/70R16,S,A,S,S,A,SF,A,S,S,STS1,SC3,False,S,A,A,A,Svx,AWD/FWD
116,361,Compact Passenger Car,2545.0,N/A,N/A,1.57,RWD,205/55R16,A,A,S,A,A,SF,S,A,S,N/A,N/A,False,A,A,A,A,Se,RWD
117,362,Medium Passenger Car,3056.0,N/A,N/A,1.41,FWD,P215/50R17,A,A,O,S,A,SF,A,S,S,STS1,SC2,False,A,A,A,A,Se,FWD
118,363,Medium Passenger Car,3056.0,N/A,N/A,1.46,FWD,P205/60R16,A,A,O,S,A,SF,A,S,S,OTS1,OC2,False,A,A,A,A,Se,FWD/AWD
119,365,Medium Passenger Car,3003.0,N/A,N/A,1.59,RWD,225/45R18,O,A,O,A,A,SF,A,A,S,STS1,SC2,False,A,A,A,A,Se,RWD
120,366,Sport Utility Vehicle,3410.0,N/A,N/A,1.17,FWD,P225/75R15,A,A,A,S,A,SF,S,S,S,OTS1,OC2,False,S,A,A,A,N/A,FWD/AWD
121,367,Sport Utility Vehicle,3437.0,N/A,N/A,1.19,FWD,P215/70R16,O,A,A,S,A,SF,SF,S,S,N/A,OC2,False,S,A,A,A,N/A,FWD/AWD
122,386,Sport Utility Vehicle,3606.0,N/A,N/A,1.19,RWD,P225/65R17,S,S,S,S,A,SF,S,S,S,STS1,SC2,False,S,A,A,A,Se,RWD/AWD
123,389,Medium Passenger Car,3362.0,N/A,N/A,1.44,RWD,P205/55R16,S,S,S,A,A,SF/SR,S,S,S,STS1,SC2,False,S,A,A,A,Sv,RWD/AWD
124,393,Compact Passenger Car,2806.0,N/A,N/A,1.27,FWD,P215/50R17,O,A,A,S,A,SF,SF,S,S,OTS1,OC1,False,S,A,A,A,Se,FWD/AWD
125,394,Medium Passenger Car,3091.0,N/A,N/A,1.48,RWD,P225/40R18,S,S,S,A,A,SF,S,A,A,STD1,N/A,False,A,A,A,A,N/A,RWD
126,395,Van,3278.0,N/A,N/A,1.31,FWD,P195/65R15,A,A,O,S,A,SF,A,S,S,OBS1,OB1,False,S,A,A,A,Se,FWD
127,396,Heavy Passenger Car,4157.0,N/A,N/A,1.51,RWD,P225/60R16,A,A,O,S,A,SF,A,S,S,OBS1,OB1,False,A,A,A,A,N/A,RWD
128,397,Pickup,5164.0,N/A,N/A,1.22,RWD,P235/70R17,A,A,O,A,A,SF,S,S,S,N/A,N/A,False,A,A,A,A,N/A,RWD/4WD
129,400,Sport Utility Vehicle,4646.0,N/A,N/A,1.17,RWD,P245/70R16,S,A,O,A,S,SF,S,S,S,N/A,OC2,False,S,A,A,A,Se,RWD/4WD
130,401,Heavy Passenger Car,3735.0,N/A,N/A,1.51,RWD,P215/60R16,S,S,S,S,A,SF/SR,A,S,S,STS1,SC2,False,S,S,A,A,Sv,RWD
131,404,Van,5372.0,N/A,N/A,1.12,RWD,P245/75R16,O,A,A,S,S,SF,SF,S,S,N/A,N/A,False,S,A,A,A,N/A,RWD
132,414,Sport Utility Vehicle,4079.0,N/A,N/A,1.21,FWD,P225/70R16,S,S,S,S,A,SF,S,S,S,OTS1,OC2,False,S,A,A,A,Sv,FWD/AWD
133,415,Van,4332.0,N/A,N/A,1.28,FWD,P225/60R16,O,A,O,S,S,SF,A,S,S,OTS1,OC3,False,S,A,A,O,N/A,FWD
134,418,Van,4284.0,N/A,N/A,1.36,FWD,P225/65R16,O,S,S,S,S,SF,A,S,S,OTS1,SC3,False,O,S,A,A,Sv,FWD
135,419,Pickup,3684.0,N/A,N/A,1.2,2WD,P205/75R15,A,A,O,S,A,SF,SF,A,S,N/A,OC1,False,A,A,A,A,Se,RWD/AWD
136,420,Sport Utility Vehicle,3815.0,N/A,N/A,1.23,2WD,P235/65R16,A,A,O,S,A,SF,SF,S,A,N/A,OC2,False,S,A,A,A,N/A,RWD/AWD
137,421,Compact Passenger Car,2978.0,N/A,N/A,1.57,RWD,225/45R17,S,S,S,A,A,SF,S,A,S,STD1,N/A,False,A,A,A,A,Sv,RWD
138,422,Medium Passenger Car,3482.0,N/A,N/A,1.51,FWD,P205/60R16,A,A,O,A,A,SF,S,A,A,N/A,N/A,False,A,A,A,A,Se,FWD
139,423,Sport Utility Vehicle,4343.0,N/A,N/A,1.25,RWD,P265/60R18,S,S,S,S,S,SF,A,S,S,STS1,SC2,False,S,S,A,A,Sv,RWD/AWD
140,425,Sport Utility Vehicle,3410.0,N/A,N/A,1.17,FWD,P225/75R15,A,A,A,S,A,SF,S,S,S,OTS1,OC2,False,S,A,A,A,N/A,FWD/AWD
141,426,Heavy Passenger Car,3725.0,N/A,N/A,1.43,FWD,P215/60R17,A,A,O,S,A,SF,A,S,S,OTS1,OC2,False,S,A,A,A,Se,FWD/AWD
142,512,Medium Passenger Car,3355.0,N/A,N/A,1.35,RWD,205/55R16,S,S,S,S,S,SF/SR,A,S,S,STD1/OTD2,SC2,False,S,S,A,A,Sv,RWD/AWD
143,513,Sport Utility Vehicle,5342.0,N/A,N/A,1.12,RWD,P265/70R16,S,A,A,A,S,A,S,S,S,STS1,N/A,False,S,A,A,A,Se,AWD
144,515,Medium Passenger Car,3248.0,N/A,N/A,1.36,FWD,P205/55R16,O,S,S,S,A,SF,A,S,S,STS1/OTS2,SC2,False,S,S,A,A,Sv,FWD
145,516,Compact Passenger Car,2886.0,N/A,N/A,1.39,FWD,225/45R17,S,S,S,S,A,SF,A,A,S,SBS1,SB1,False,S,S,A,A,Sv,FWD
146,518,Medium Passenger Car,3219.0,N/A,N/A,1.4,FWD,205/50R17,O,S,S,S,A,SF/SR,SR,S,S,STS1,SC2,False,S,S,O,A,Sv,FWD/AWD
147,520,Heavy Passenger Car,3556.0,N/A,N/A,1.47,FWD,215/55R16,O,S,S,S,A,SF/SR,A,S,S,STS1,SC2,False,S,S,A,A,Sv,FWD/AWD
148,521,Medium Passenger Car,3221.0,N/A,N/A,1.49,FWD,P205/65R15,A,A,O,S,A,SF,A,S,A,N/A,OC2,False,A,A,A,A,Se,FWD
149,522,Sport Utility Vehicle,3410.0,N/A,N/A,1.17,FWD,P225/75R15,A,A,A,S,A,SF,S,S,S,OTS1,OC2,False,S,A,A,A,N/A,FWD/AWD
150,524,Sport Utility Vehicle,4890.0,N/A,N/A,1.16,RWD,P265/70R17,O,O,O,S,S,SF,S,S,S,N/A,OC2,False,S,A,A,O,N/A,RWD/AWD
151,525,Medium Passenger Car,3272.0,N/A,N/A,1.45,FWD,P205/65R15,A,A,O,S,A,SF,A,S,S,OBS1,OB1,False,S,A,A,A,Se,FWD
152,527,Pickup,3966.0,N/A,N/A,1.16,RWD,P265/65/R17,O,A,O,S,A,SF,S,S,S,N/A,N/A,False,A,A,A,A,Ae,RWD/AWD
153,529,Heavy Passenger Car,3556.0,N/A,N/A,1.39,FWD,P225/60R16,O,A,O,S,A,SF,SF,S,S,N/A,SC2,False,A,A,A,A,Sex,FWD
154,531,Van,4342.0,N/A,N/A,1.17,FWD,P225/60R17,O,A,O,S,S,SF,SF,S,S,OBS2,OB2,False,S,A,A,A,Se,RWD/AWD
