,index,Size_Class,Curb_Wgt,ABS,Airbag_D,SSF,Drive,TireSize,StabilityControl,BrakeAssist,TractionControl,AdjUpperBeltFront,AdjUpperBeltRear,Pretensioner,IntegratedSeat,RearCtrLapShldrBelt,AdvanceAirbagFeature,SideAirbag,HeadAirbag,HeadAirbagRollover,RearSeatHeadRestraint,DynamicHeadRestraint,BuiltInChildSeat,Roll_Stability,SafetyPowerWindows,WheelsDriven
895,4270,Heavy Passenger Car,3552.0,N/A,N/A,1.38,FWD,P215/60R16,S,S,S,S,S,SF,A,S,S,STS1,SC2,False,A,A,A,A,SnSe,FWD
896,4271,Heavy Passenger Car,3766.0,N/A,N/A,1.45,FWD,P225/60R16,O,O,S,S,S,SF,A,S,S,STS1,SC2,False,A,A,A,A,SnSe,FWD
897,4272,Heavy Passenger Car,3526.0,N/A,N/A,1.37,FWD,P215/55R16,S,A,S,S,S,SF,A,S,S,SBS1,SB1,False,S,S,A,A,SeOn,FWD
898,4273,Heavy Passenger Car,3526.0,N/A,N/A,1.33,FWD,P235/45R17,S,A,S,S,A,SF,A,S,S,SBS1,SB1,False,S,S,A,A,SeOn,FWD
899,4274,Medium Passenger Car,3176.0,N/A,N/A,1.47,FWD,P225/50R17,S,S,S,A,A,SF,A,S,S,STAPS1,SC2,False,S,S,A,A,SnSe,FWD
900,4278,Sport Utility Vehicle,4486.0,N/A,N/A,1.13,RWD,P235/70R16,S,A,S,S,A,SF,A,S,S,STS1,SC2,False,S,A,A,S,SeOn,RWD/AWD
901,4279,Sport Utility Vehicle,4486.0,N/A,N/A,1.15,RWD,P245/65R17,S,A,S,S,A,SF,A,S,S,STS1,SC2,False,S,A,A,S,SeOn,RWD/AWD
902,4280,Sport Utility Vehicle,4890.0,N/A,N/A,1.16,RWD,P265/70R17,S,A,S,S,A,SF,A,S,S,STS1,SC3,False,S,A,A,S,Se,AWD/2WD
903,4281,Sport Utility Vehicle,4890.0,N/A,N/A,1.16,RWD,P265/70R17,S,A,S,S,A,SF,A,S,S,STS1,SC3,False,S,A,A,S,Se,AWD/2WD
904,4282,Sport Utility Vehicle,4322.0,N/A,N/A,1.25,FWD,P245/60R18,S,A,S,S,A,SF,A,S,S,STS1,SC2,False,S,A,A,A,SnSe,FWD/AWD
905,4283,Heavy Passenger Car,4157.0,N/A,N/A,1.48,RWD,P225/60R17,A,A,S,S,A,SF,A,S,S,SBS1,SB1,False,A,A,A,A,Se,RWD
906,4284,Heavy Passenger Car,4157.0,N/A,N/A,1.51,RWD,P225/60R16,A,A,O,S,A,SF,A,S,S,SBS1,SB1,False,A,A,A,A,Se,RWD
907,4285,Heavy Passenger Car,3725.0,N/A,N/A,1.43,FWD,P215/60R17,S,A,S,S,A,SF,A,S,S,STS1,SC2,False,S,A,A,A,Se,FWD/AWD
908,4286,Sport Utility Vehicle,4486.0,N/A,N/A,1.13,RWD,P235/70R16,S,A,S,S,A,SF,A,S,S,STS1,SC2,False,S,A,A,S,SeOn,RWD/AWD
909,4287,Sport Utility Vehicle,4636.0,N/A,N/A,1.09,RWD,P245/65R17,S,S,S,S,A,SF,A,S,S,N/A,SC3,False,S,A,A,A,SnSe,RWD/AWD
910,4288,Medium Passenger Car,3701.0,N/A,N/A,1.43,RWD,225/40ZR18 (opt),S,S,S,S,A,SF/SR,A,S,S,STD1,SC2,False,S,S,A,A,SnSe,RWD/AWD
911,4290,Compact Passenger Car,2886.0,N/A,N/A,1.39,FWD,225/45R17,S,S,S,S,A,SF,A,S,S,SBS1,SB1,False,S,S,A,A,SnSe,FWD
912,4291,Medium Passenger Car,3348.0,N/A,N/A,1.37,FWD,P215/55R16,S,S,S,S,A,SF/SR,A,S,S,STS1/OTS2,SC2,False,S,A,A,A,SnSe,FWD
913,4292,Medium Passenger Car,3348.0,N/A,N/A,1.37,FWD,P215/55R16,S,S,S,S,A,SF/SR,A,S,S,STS1/OTS2,SC2,False,S,A,A,A,SnSe,FWD
914,4293,Medium Passenger Car,3198.0,N/A,N/A,1.43,FWD,P215/60R16,O,A,O,S,A,SF,A,S,S,STS1,SC2,False,S,S,A,A,SnSe,FWD
915,4294,Medium Passenger Car,3302.0,N/A,N/A,1.49,FWD,P215/60R16,O,A,O,A,A,SF,A,S,S,STS1,SC2,False,S,S,A,A,SnSe,FWD
916,4295,Medium Passenger Car,3198.0,N/A,N/A,1.42,FWD,P215/60R16,S,S,S,S,A,SF,A,S,S,STS1,SC2,False,S,S,A,A,SnSe,FWD
917,4296,Pickup,4392.0,N/A,N/A,1.16,RWD,P265/70R16,O,A,O,S,A,SF,A,A,S,OTAPSx,OC2,False,S,S,A,A,Se,RWD/AWD
918,4297,Pickup,4485.0,N/A,N/A,1.16,RWD,P265/70R16,O,A,O,S,A,SF,A,S,S,OTAPSc,OC2,False,S,S,A,A,Se,RWD/AWD
919,4298,Heavy Passenger Car,3613.0,N/A,N/A,1.45,FWD,P245/45R18,S,S,S,S,A,SF,A,S,S,STS1,SC2,False,S,S,A,A,SnSe,FWD
920,4299,Sport Utility Vehicle,4776.0,N/A,N/A,1.13,RWD,P245/75R16,S,A,S,S,S,SF,A,S,S,STS1,SC3,False,S,S,A,A,SnSe,RWD/AWD
921,4302,Heavy Passenger Car,3731.0,N/A,N/A,1.45,RWD,225/55R16,S,S,S,S,A,SF/SR,A,S,S,STS2,SC2,False,S,S,A,A,SnSe,RWD/AWD
922,4303,Heavy Passenger Car,3731.0,N/A,N/A,1.45,RWD,225/55R16,S,S,S,S,A,SF/SR,A,S,S,STS2,SC2,False,S,S,A,A,SnSe,RWD/AWD
923,4307,Medium Passenger Car,3219.0,N/A,N/A,1.4,FWD,205/50R17,S,S,S,S,A,SF/SR,A,S,S,STS1,SC2,False,S,S,O,A,SnSe,FWD/AWD
924,4308,Medium Passenger Car,3355.0,N/A,N/A,1.49,FWD,205/55R16,S,S,S,S,A,SF/SR,A,S,S,STS1,SC2,False,S,S,A,A,SnSe,FWD/AWD
925,4309,Sport Utility Vehicle,4786.0,N/A,N/A,1.19,FWD,P235/65R17,S,S,S,S,A,SF/SR,A,S,S,STS1,SC3,False,S,S,O,S,SnSe,FWD/AWD
926,4316,Sport Utility Vehicle,3606.0,N/A,N/A,1.19,RWD,P225/65R17,S,S,S,S,A,SF,A,S,S,STS1,SC2,False,S,A,A,A,Se,RWD/AWD
927,4317,Sport Utility Vehicle,4024.0,N/A,N/A,1.21,FWD,P235/65R16,S,S,S,S,A,SF,A,S,S,N/A,SC3,False,S,A,A,A,Se,FWD/AWD
928,4319,Medium Passenger Car,3000.0,N/A,N/A,1.32,FWD,P205/60R16,S,S,S,S,A,SF,A,S,S,STS1,SC2,False,S,A,A,A,Se,FWD/AWD
929,4321,Heavy Passenger Car,3704.0,N/A,N/A,1.46,FWD,225/50R17,S,S,S,S,A,SF/SR,A,S,S,STS1/OTS2,SC2,False,S,A,A,A,SnSe,FWD/AWD
930,4332,Medium Passenger Car,3248.0,N/A,N/A,1.36,FWD,P205/55R16,S,S,S,S,A,SF,A,S,S,STS1/OTS2,SC2,False,S,O,A,A,SnSe,FWD
931,4334,Medium Passenger Car,3248.0,N/A,N/A,1.36,FWD,P205/55R16,S,S,S,S,A,SF,A,S,S,STS1/OTS2,SC2,False,S,O,A,A,SnSe,FWD
932,4335,Medium Passenger Car,3248.0,N/A,N/A,1.36,FWD,P205/55R16,S,S,S,S,A,SF,A,S,S,STS1/OTS2,SC2,False,S,A,A,A,SnSe,FWD
933,4336,Medium Passenger Car,3248.0,N/A,N/A,1.36,FWD,P205/55R16,S,S,S,S,A,SF,A,S,S,STS1/OTS2,SC2,False,S,A,A,A,SnSe,FWD
934,4337,Compact Passenger Car,2886.0,N/A,N/A,1.39,FWD,P205/55R16,S,S,S,A,A,SF,A,S,S,SBS1,SB1,False,S,S,A,A,SnSe,FWD
935,4338,Van,4284.0,N/A,N/A,1.36,FWD,P225/65R16,O,S,S,S,S,SF,A,S,S,STS1,SC3,False,S,S,A,A,SnSe,FWD
936,4339,Sport Utility Vehicle,3423.0,N/A,N/A,1.18,FWD,P215/70R16,S,S,S,S,S,SF,A,S,S,STAPSc,SC2,False,S,S,A,A,SeOn,FWD/AWD
937,4340,Medium Passenger Car,3496.0,N/A,N/A,1.45,RWD,225/45R17,S,S,S,S,A,SF/SR,A,S,S,STS1,SC2,False,S,A,A,A,SnSe,RWD/AWD
938,4344,Sport Utility Vehicle,4216.0,N/A,N/A,1.18,FWD,P235/55R18,S,S,S,S,A,SF,A,S,S,STS1,SC2,False,S,A,A,A,SnSe,FWD/AWD
939,4345,Sport Utility Vehicle,4551.0,N/A,N/A,1.18,RWD,P245/70R17,S,S,S,S,A,SF,A,S,S,STS1,SC3,False,S,S,A,A,SeOn,RWD/AWD
940,4347,Medium Passenger Car,3246.0,N/A,N/A,1.48,FWD,P215/60R16,S,S,S,S,A,SF,A,S,S,STAPS1,SC2,False,S,S,A,A,SnSe,FWD
941,4348,Heavy Passenger Car,3702.0,N/A,N/A,1.49,FWD,P245/50R17,S,S,S,S,A,SF,A,S,S,STAPS1,SC2,False,S,S,A,A,SnSe,AWD/FWD
942,4349,Light Passenger Car,2497.0,N/A,N/A,1.35,FWD,185/55R16,O,A,O,S,A,SF,A,S,S,STS1,SC2,False,S,S,A,A,SnSe,FWD
943,4351,Pickup,5620.0,N/A,N/A,1.18,RWD,P255/65R17,S,A,O,A,A,SF,S,A,S,STS1,SC2,False,S,A,A,A,Se,AWD/2WD
944,4352,Pickup,5620.0,N/A,N/A,1.18,RWD,P255/65R17,S,A,O,S,A,SF,A,A,S,STS1,SC1,False,A,A,A,A,Se,AWD/2WD
945,4353,Sport Utility Vehicle,5130.0,N/A,N/A,1.24,FWD,P235/55R19,S,S,S,S,A,SF,A,S,S,STS1,SC3,False,S,A,A,A,Se,FWD/AWD
946,4354,Heavy Passenger Car,4266.0,N/A,N/A,1.37,FWD,P235/55R18,S,S,S,S,A,SF,A,S,S,STS1,SC2,False,S,A,A,A,Se,FWD/AWD
947,4355,Heavy Passenger Car,3728.0,N/A,N/A,1.4,RWD,P225/60R18,O,O,O,A,A,SF,A,A,S,N/A,SC2,False,S,A,A,A,Se,RWD
948,4356,Pickup,5488.0,N/A,N/A,1.18,RWD,P265/70R17,S,S,S,S,A,SF,A,S,S,N/A,SC2,False,S,A,A,A,SnSe,RWD/AWD
949,4357,Pickup,5262.0,N/A,N/A,1.18,RWD,P265/70R17,S,S,S,S,A,SF,A,A,S,N/A,SC1,False,S,A,A,A,Se,RWD/AWD
950,4358,Pickup,5262.0,N/A,N/A,1.18,RWD,P265/70R17,S,S,S,S,A,SF,A,S,S,N/A,SC2,False,S,A,A,A,SnSe,RWD/AWD
951,4360,Sport Utility Vehicle,4706.0,N/A,N/A,1.23,FWD,P255/60R19,S,A,S,S,S,SF,A,S,S,STS1,SC3,False,S,A,A,A,SnSe,FWD/AWD
952,4365,Compact Passenger Car,2934.0,N/A,N/A,1.65,RWD,P245/45R18,S,A,S,A,A,SF,A,A,A,N/A,N/A,False,A,A,A,A,Se,RWD
953,4366,Light Passenger Car,2459.0,N/A,N/A,1.32,FWD,P185/60R14,A,A,A,S,A,SF,A,S,S,SBS1,SB1,False,S,A,A,A,Ae,FWD
954,4368,Pickup,5381.0,N/A,N/A,1.19,RWD,P245/70R17,O,A,O,S,A,SF,A,A,S,N/A,OC1,False,A,A,A,A,Se,RWD/AWD
955,4375,Light Passenger Car,2491.0,N/A,N/A,1.45,FWD,P205/45R17,O,S,S,A,A,SF,A,S,S,STS1,SC2,False,S,A,A,A,SnSe,FWD
956,4378,Light Passenger Car,2491.0,N/A,N/A,1.45,FWD,P205/45R17,O,S,S,A,A,SF,A,S,S,STS1,SC2,False,S,A,A,A,SnSe,FWD
957,4379,Light Passenger Car,2491.0,N/A,N/A,1.45,FWD,P205/45R17,O,S,S,A,A,SF,A,S,S,STS1,SC2,False,S,A,A,A,SnSe,FWD
958,4381,Heavy Passenger Car,3874.0,N/A,N/A,1.48,RWD,P235/50R18,S,S,S,S,A,SF,A,S,S,STS2,SC2,False,S,S,A,A,SnSe,RWD
959,4385,Compact Passenger Car,2749.0,N/A,N/A,1.36,FWD,P195/65R15,S,S,A,S,A,SF,A,A,S,STS1,SC2,False,S,A,A,A,SnSe,FWD
960,4386,Compact Passenger Car,2844.0,N/A,N/A,1.31,FWD,P205/55R16,S,S,A,S,A,SF,A,A,S,STS1,SC2,False,S,A,A,A,SnSe,FWD/AWD
961,4387,Sport Utility Vehicle,3106.0,N/A,N/A,1.3,FWD,P205/55R16,S,S,A,S,A,SF,A,A,S,STS1,SC2,False,S,A,A,A,Se,FWD
962,4388,Medium Passenger Car,3331.0,N/A,N/A,1.44,FWD,P225/50R17,S,S,A,S,A,SF,A,A,S,STS1,SC2,False,S,A,A,A,SnSe,FWD
963,4389,Medium Passenger Car,3325.0,N/A,N/A,1.43,FWD,P225/50R17,S,A,A,S,A,SF,A,A,S,STS1,SC2,False,S,A,A,A,SnSe,FWD/AWD
964,4390,Medium Passenger Car,3325.0,N/A,N/A,1.43,FWD,P225/50R17,S,A,A,S,A,SF,A,A,S,STS1,SC2,False,S,A,A,A,SnSe,FWD/AWD
965,4391,Medium Passenger Car,3325.0,N/A,N/A,1.43,FWD,P225/50R17,S,A,A,S,A,SF,A,A,S,STS1,SC2,False,S,A,A,A,SnSe,FWD/AWD
966,4392,Medium Passenger Car,3447.0,N/A,N/A,1.53,RWD,P235/55R17,S,A,A,A,A,SF,A,A,S,SBS1,SB1,False,A,A,A,A,SnSe,RWD
967,4393,Heavy Passenger Car,3584.0,N/A,N/A,1.53,RWD,P235/55R17,S,A,A,A,A,SF,A,A,S,SBS1,SB1,False,A,A,A,A,SnSe,RWD
968,4394,Medium Passenger Car,3355.0,N/A,N/A,1.57,RWD,P245/45R18,S,S,A,S,A,SF,A,A,S,STS1,SC1,False,S,A,A,A,SnSe,RWD
969,4395,Compact Passenger Car,2880.0,N/A,N/A,1.41,FWD,P205/55R16,O,O,A,S,A,SF,A,A,S,STS1,SC2,False,S,A,A,A,SnSe,FWD
970,4396,Compact Passenger Car,2880.0,N/A,N/A,1.41,FWD,P205/55R16,S,S,A,S,A,SF,A,A,S,STS1,SC2,False,S,A,A,A,SnSe,FWD
971,4397,Sport Utility Vehicle,2643.0,N/A,N/A,1.27,FWD,P205/55R16,O,O,A,S,A,SF,A,A,S,STS1,SC2,False,S,A,A,A,Se,FWD
972,4398,Sport Utility Vehicle,4377.0,N/A,N/A,1.21,FWD,P235/55R19,S,S,A,S,A,SF/SR,A,A,S,STAPS1/STS2,SC2,False,S,A,A,A,SnSe,FWD/AWD
973,4399,Sport Utility Vehicle,4740.0,N/A,N/A,1.22,RWD,255/50R19,S,S,A,S,A,SF/SR,A,A,S,STS2,SC2,False,S,A,A,A,SnSe,4WD/2WD
974,4400,Medium Passenger Car,3450.0,N/A,N/A,1.46,FWD,P225/50R17,S,S,A,S,A,SF,A,A,S,STAPS1,SC2,False,S,A,A,A,SnSe,FWD
975,4415,Mini Passenger Car,1800.0,N/A,N/A,1.16,RWD,155/60R15,S,S,A,A,A,SF,A,A,S,SBS1,SB1,False,A,A,A,A,SnSe,RWD
976,4419,Heavy Passenger Car,3704.0,N/A,N/A,1.46,FWD,225/50R17,S,S,S,S,A,SF/SR,A,S,S,STS1/OTS2,SC2,False,S,A,A,A,SnSe,FWD/AWD
977,4422,Pickup,4526.0,N/A,N/A,1.19,RWD,P245/70R16,A,A,A,S,A,SF,A,A,S,N/A,OC2,False,S,A,A,A,Se,RWD/AWD
978,4423,Pickup,4279.0,N/A,N/A,1.19,RWD,P245/70R16,A,A,A,S,A,SF,A,A,S,N/A,OC2,False,A,A,A,A,Se,RWD/AWD
979,4427,Sport Utility Vehicle,4786.0,N/A,N/A,1.19,FWD,P235/65R17,S,S,A,S,A,SF/SR,A,A,S,STS1,SC3,False,S,S,O,S,SnSe,FWD/AWD
980,4428,Compact Passenger Car,2966.0,N/A,N/A,1.38,FWD,P205/55R16,A,A,A,S,A,SF,A,S,S,STS1,SC2,False,S,S,A,A,SnSe,FWD
981,4429,Sport Utility Vehicle,4208.0,N/A,N/A,1.12,RWD,P265/70R16,S,A,S,S,S,SF,A,S,S,STAPSc,SC2,False,S,S,A,A,Se,RWD/AWD
982,4433,Pickup,4485.0,N/A,N/A,1.16,RWD,P265/70R16,O,A,O,S,A,SF,A,S,S,STAPSc,SC2,False,S,S,A,A,Se,RWD/AWD
983,4434,Pickup,4392.0,N/A,N/A,1.16,RWD,P265/70R16,O,A,O,S,A,SF,A,S,S,STAPSx,SC2,False,S,S,A,A,Se,RWD/AWD
984,4435,Sport Utility Vehicle,4396.0,N/A,N/A,1.15,RWD,P265/70R16,S,S,S,S,A,SF,A,S,S,STS1,SC2,False,S,A,A,A,SnSe,RWD/AWD
985,4436,Heavy Passenger Car,3529.0,N/A,N/A,1.4,FWD,P215/55R17,S,O,S,S,A,SF,A,S,S,STS1,SC2,False,S,S,A,A,SnSe,FWD
986,4437,Medium Passenger Car,3214.0,N/A,N/A,1.42,FWD,P215/60R16,O,S,O,S,A,SF,A,S,S,STS1,SC2,False,S,A,A,A,OnSe,FWD
987,4438,Medium Passenger Car,3214.0,N/A,N/A,1.42,FWD,P215/60R16,S,S,S,S,A,SF,A,S,S,STS1,SC2,False,S,A,A,A,Se,FWD
988,4439,Sport Utility Vehicle,4258.0,N/A,N/A,1.11,RWD,P265/70R17,S,S,S,S,A,SF,A,S,S,STS1,SC2,False,S,S,A,A,Se,RWD/AWD
989,4440,Sport Utility Vehicle,4265.0,N/A,N/A,1.18,FWD,P245/55R19,S,S,S,S,A,SF,A,S,S,STS1,SC3,False,S,S,A,A,SnSe,FWD/AWD
990,4441,Sport Utility Vehicle,4265.0,N/A,N/A,1.18,FWD,P245/55R19,S,S,S,S,A,SF,A,S,S,STS1,SC3,False,S,S,A,A,SnSe,FWD/AWD
991,4443,Compact Passenger Car,2954.0,N/A,N/A,1.33,FWD,P185/65R15,O,S,S,S,A,SF,A,S,S,STS1,SC2,False,S,A,A,A,SnSe,FWD
992,4444,Sport Utility Vehicle,3521.0,N/A,N/A,1.2,FWD,P225/65R17,S,S,O,S,A,SF,A,S,S,STS1,SC2,False,S,S,A,A,SnSe,FWD/AWD
993,4445,Compact Passenger Car,2904.0,N/A,N/A,1.38,FWD,P215/45R17,A,A,A,A,A,SF,A,S,S,STS1,SC2,False,S,A,A,A,SnSe,FWD
994,4446,Sport Utility Vehicle,3106.0,N/A,N/A,1.3,FWD,P205/55R16,S,S,S,S,A,SF,A,S,S,STS1,SC2,False,S,A,A,A,Se,FWD
995,4447,Compact Passenger Car,2650.0,N/A,N/A,1.27,FWD,P195/60R16,O,S,O,S,A,SF,A,S,S,STS1,SC2,False,S,S,A,A,Se,FWD
996,4448,Sport Utility Vehicle,5880.0,N/A,N/A,1.2,RWD,P275/65R18,S,S,S,S,S,SF,A,S,S,STS1,SC3,False,S,A,A,A,SnSe,RWD/AWD
997,4449,Van,4163.0,N/A,N/A,1.25,FWD,P215/65R16,S,S,S,S,S,SF,A,S,S,STS1,SC3,False,S,A,A,A,SnSe,FWD/AWD
998,4450,Pickup,3503.0,N/A,N/A,1.28,RWD,P215/70R15,S,S,S,S,A,SF,A,S,S,STS1,SC1,False,S,A,A,A,N/A,RWD/AWD
999,4451,Pickup,3503.0,N/A,N/A,1.28,RWD,P215/70R15,S,S,S,S,A,SF,A,S,S,STS1,SC2,False,A,S,A,A,Se,RWD/AWD
1000,4452,Pickup,3606.0,N/A,N/A,1.28,RWD,P215/70R15,S,S,S,S,A,SF,A,S,S,STS1,SC2,False,S,S,A,A,Se,RWD/AWD
1001,4453,Pickup,5203.0,N/A,N/A,1.17,RWD,P275/65R18,S,S,S,S,A,SF,A,S,S,STS1,SC2,False,S,A,A,A,Se,RWD/AWD
1002,4454,Pickup,5203.0,N/A,N/A,1.17,RWD,P275/65R18,S,S,S,A,A,SF,A,S,S,STS1,SC1,False,A,A,A,A,Se,RWD/AWD
1003,4455,Pickup,5738.0,N/A,N/A,1.17,RWD,P275/65R18,S,S,S,S,S,SF,A,S,S,STS1,SC2,False,S,A,A,A,Se,RWD/AWD
1004,4456,Light Passenger Car,2377.0,N/A,N/A,1.33,FWD,P185/60R15,A,A,A,S,A,SF,A,S,S,STS1,SC2,False,S,A,A,A,Se,FWD
1005,4457,Light Passenger Car,2317.0,N/A,N/A,1.3,FWD,P185/60R15,A,A,A,A,A,SF,A,S,S,STS1,SC2,False,S,A,A,A,Se,FWD
1006,4458,Light Passenger Car,2377.0,N/A,N/A,1.3,FWD,P185/60R15,A,A,A,S,A,SF,A,S,S,STS1,SC2,False,S,A,A,A,Se,FWD
1007,4459,Sport Utility Vehicle,4169.0,N/A,N/A,1.26,FWD,P245/50R20,S,S,S,S,A,SF,A,S,S,STS1,SC2,False,S,S,A,A,SnSe,FWD/AWD
1008,4460,Heavy Passenger Car,3618.0,N/A,N/A,1.41,FWD,P215/55R17,S,S,S,S,A,SF/SR,A,S,S,STS1/OTS2,SC2,False,S,A,A,A,SnSe,FWD
1009,4465,Medium Passenger Car,3348.0,N/A,N/A,1.37,FWD,P215/55R16,S,S,S,S,A,SF/SR,A,S,S,STS1/OTS2,SC2,False,S,A,A,A,SnSe,FWD/AWD
1010,4466,Medium Passenger Car,3219.0,N/A,N/A,1.4,FWD,205/50R17,S,S,A,S,A,SF/SR,A,A,S,STS1,SC2,False,S,S,O,A,SnSe,FWD/AWD
1011,4470,Sport Utility Vehicle,3616.0,N/A,N/A,1.13,FWD,P235/70R16,S,A,S,S,A,SF,A,S,S,STS1,SC2,False,S,A,A,S,SnSe,FWD/AWD
1012,4471,Sport Utility Vehicle,3616.0,N/A,N/A,1.14,FWD,P235/60R16,S,A,S,S,A,SF,A,S,S,STS1,SC2,False,S,A,A,A,SnSe,FWD/AWD
1013,4473,Light Passenger Car,2491.0,N/A,N/A,1.45,FWD,P205/45R17,S,S,A,A,A,SF,A,A,S,STS1,SC2,False,S,A,A,A,Sn,FWD
1014,4478,Medium Passenger Car,3441.0,N/A,N/A,1.42,FWD,P215/60R16,S,A,A,S,A,SF,A,A,S,STS1,SC2,False,S,A,A,A,Se,FWD
1015,4479,Medium Passenger Car,3272.0,N/A,N/A,1.37,FWD,P215/60R17,O,O,A,S,A,SF,A,A,S,STS1,SC2,False,A,A,A,A,SnSe,FWD
1016,4480,Medium Passenger Car,3052.0,N/A,N/A,1.26,FWD,P205/70R15,O,O,A,S,A,SF,A,A,S,OTS1,SC2,False,S,A,A,A,Se,FWD
1017,4481,Heavy Passenger Car,3728.0,N/A,N/A,1.4,RWD,P225/60R18,O,O,A,A,A,SF,A,A,S,N/A,SC2,False,S,A,A,A,Se,RWD
1018,4482,Heavy Passenger Car,3710.0,N/A,N/A,1.41,RWD,P215/65R17,O,O,A,S,A,SF,A,A,S,N/A,SC2,False,S,A,A,A,SnSe,RWD/AWD
1019,4483,Heavy Passenger Car,3704.0,N/A,N/A,1.46,FWD,225/50R17,S,S,S,S,A,SF/SR,A,S,S,STS1/OTS2,SC2,False,S,A,A,A,SnSe,FWD/AWD
1020,4484,Medium Passenger Car,3248.0,N/A,N/A,1.36,FWD,P205/55R16,S,S,S,S,A,SF/OR,A,S,S,STS1/OTS2,SC2,False,S,A,A,A,SnSe,FWD
1021,4492,Heavy Passenger Car,3710.0,N/A,N/A,1.41,RWD,P215/65R17,O,O,A,S,A,SF,A,A,S,N/A,SC2,False,S,A,A,A,SnSe,RWD/AWD
1022,4493,Heavy Passenger Car,3774.0,N/A,N/A,1.38,FWD,P215/65R16,O,O,A,S,A,SF,A,A,S,SBS1,SB1,False,A,A,A,A,Se,FWD
1023,4494,Van,4445.0,N/A,N/A,1.24,FWD,P225/65R16,S,S,S,S,S,SF,A,S,S,N/A,SC3,False,S,A,A,A,SnSe,FWD
1024,4495,Sport Utility Vehicle,3625.0,N/A,N/A,1.2,FWD,235/55R17,S,S,S,S,A,SF/OR,A,S,S,STS1/OTS2,SC2,False,S,A,A,A,SnSe,FWD/AWD
1025,4499,Heavy Passenger Car,4253.0,N/A,N/A,1.37,FWD,P235/55R18,S,S,A,S,A,SF,A,A,S,STS1,SC2,False,S,A,A,A,SnSe,FWD/AWD
1026,4500,Heavy Passenger Car,3706.0,N/A,N/A,1.43,FWD,P225/50R17,S,A,A,S,A,SF,A,A,S,STS1,SC2,False,S,A,A,A,SnSe,FWD/AWD
1027,4501,Heavy Passenger Car,3706.0,N/A,N/A,1.43,FWD,P225/50R17,S,A,A,S,A,SF,A,A,S,STS1,SC2,False,S,A,A,A,SnSe,FWD/AWD
1028,4502,Medium Passenger Car,3419.0,N/A,N/A,1.57,RWD,P245/45R18,S,S,A,S,A,SF,A,A,S,STS1,SC1,False,S,A,A,A,SnSe,RWD
1029,4503,Heavy Passenger Car,4253.0,N/A,N/A,1.37,FWD,P235/55R18,S,S,S,S,A,SF,A,S,S,STS1,SC2,False,S,A,A,A,Se,FWD/AWD
1030,4506,Pickup,5262.0,N/A,N/A,1.18,RWD,P265/70R17,S,S,A,S,A,SF,A,A,S,N/A,SC1,False,S,A,A,A,Se,RWD/AWD
1031,4507,Pickup,5488.0,N/A,N/A,1.18,RWD,P265/70R17,S,S,A,S,A,SF,A,A,S,N/A,SC2,False,S,A,A,A,SnSe,RWD/AWD
1032,4512,Sport Utility Vehicle,4706.0,N/A,N/A,1.23,FWD,P255/60R19,S,S,A,S,S,SF,A,A,S,STS1,SC3,False,S,A,A,A,SnSe,FWD/AWD
1033,4513,Heavy Passenger Car,3918.0,N/A,N/A,1.37,FWD,P235/50R18,S,S,A,S,S,SF,A,A,S,STS1/OTS2,SC2,False,A,A,A,A,SnSe,FWD/AWD
1034,4514,Heavy Passenger Car,3766.0,N/A,N/A,1.45,FWD,P225/60R16,O,O,A,S,S,SF,A,A,S,STS1,SC2,False,A,A,A,A,SnSe,FWD
1035,4515,Heavy Passenger Car,4267.0,N/A,N/A,1.44,RWD,P235/55R17,S,S,A,S,S,SF,A,A,S,STS1,SC2,False,S,A,A,A,SnSe,RWD/AWD
1036,4520,Medium Passenger Car,3430.0,N/A,N/A,1.43,FWD,P225/50R17,S,O,A,S,S,SF,A,A,S,STS1,SC2,False,A,A,A,A,Se,FWD
1037,4521,Compact Passenger Car,2844.0,N/A,N/A,1.31,FWD,P205/55R16,S,S,A,S,A,SF,A,A,S,STS1,SC2,False,S,A,A,A,Se,FWD/AWD
1038,4522,Heavy Passenger Car,3552.0,N/A,N/A,1.38,FWD,P225/50R18,S,S,A,S,S,SF,A,A,S,STS1,SC2,False,A,A,A,A,SnSe,FWD
1039,4523,Pickup,4219.0,N/A,N/A,1.15,RWD,P225/70R15,S,A,A,S,A,SF,A,A,S,SBS1,SB1,False,A,A,A,A,Se,RWD
1040,4524,Heavy Passenger Car,4142.0,N/A,N/A,1.39,FWD,P235/55R18,S,S,A,S,A,SF,A,A,S,STS1,SC2,False,S,A,A,A,SnSe,FWD/AWD
1041,4525,Sport Utility Vehicle,4322.0,N/A,N/A,1.25,FWD,P245/60R18,S,A,A,S,A,SF,A,A,S,STS1,SC2,False,S,A,A,A,SnSe,FWD/AWD
1042,4526,Sport Utility Vehicle,4890.0,N/A,N/A,1.16,RWD,P265/70R17,S,A,A,S,A,SF,A,A,S,STS1,SC3,False,S,A,A,S,SnSe,AWD/2WD
1043,4527,Sport Utility Vehicle,4890.0,N/A,N/A,1.16,RWD,P265/70R17,S,A,A,S,A,SF,A,A,S,STS1,SC3,False,S,A,A,S,SnSe,AWD/2WD
1044,4528,Heavy Passenger Car,4157.0,N/A,N/A,1.48,RWD,P225/60R17,A,A,A,S,A,SF,A,A,S,SBS1,SB1,False,A,A,A,A,SnSe,RWD
